id,word,letter1,letter2,letter3,letter4,letter5,letter1positionalrank,letter2positionalrank,letter3positionalrank,letter4positionalrank,letter5positionalrank,letter1totalrank,letter2totalrank,letter3totalrank,letter4totalrank,letter5totalrank,positionalrarityscore,summativerarityscore,answer,positionalraritypercentile,summativeraritypercentile
7930,pally,p,a,l,l,y,4,1,7,6,3,14,3,7,7,12,21,43,N,0.11,0.590425532
7931,palms,p,a,l,m,s,4,1,7,15,1,14,3,7,15,1,28,40,N,0.31,0.490826395
7932,palmy,p,a,l,m,y,4,1,7,15,3,14,3,7,15,12,30,51,N,0.39,0.810823312
7933,palpi,p,a,l,p,i,4,1,7,13,12,14,3,7,14,6,37,44,N,0.62,0.624884366
7934,palps,p,a,l,p,s,4,1,7,13,1,14,3,7,14,1,26,39,N,0.25,0.452898551
7935,palsa,p,a,l,s,a,4,1,7,9,6,14,3,7,1,3,27,28,N,0.28,0.121877891
7936,palsy,p,a,l,s,y,4,1,7,9,3,14,3,7,1,12,24,37,Y,0.19,0.380820228
7937,pampa,p,a,m,p,a,4,1,11,13,6,14,3,15,14,3,35,49,N,0.56,0.763259328
7938,panax,p,a,n,a,x,4,1,5,2,19,14,3,9,3,25,31,54,N,0.42,0.873342584
7939,pance,p,a,n,c,e,4,1,5,14,2,14,3,9,13,2,26,41,N,0.25,0.52436016
7940,panda,p,a,n,d,a,4,1,5,11,6,14,3,9,11,3,27,40,N,0.28,0.490826395
7941,pands,p,a,n,d,s,4,1,5,11,1,14,3,9,11,1,22,38,N,0.14,0.417514647
7942,pandy,p,a,n,d,y,4,1,5,11,3,14,3,9,11,12,24,49,N,0.19,0.763259328
7943,paned,p,a,n,e,d,4,1,5,1,4,14,3,9,2,11,15,39,N,0.03,0.452898551
7944,panel,p,a,n,e,l,4,1,5,1,9,14,3,9,2,7,20,35,Y,0.09,0.312365094
7945,panes,p,a,n,e,s,4,1,5,1,1,14,3,9,2,1,12,29,N,0.01,0.145004625
7946,panga,p,a,n,g,a,4,1,5,12,6,14,3,9,17,3,28,46,N,0.31,0.684397163
7947,pangs,p,a,n,g,s,4,1,5,12,1,14,3,9,17,1,23,44,N,0.17,0.624884366
7948,panic,p,a,n,i,c,4,1,5,4,17,14,3,9,6,13,31,45,Y,0.42,0.653484428
7949,panim,p,a,n,i,m,4,1,5,4,14,14,3,9,6,15,28,47,N,0.31,0.712997225
7950,panko,p,a,n,k,o,4,1,5,10,10,14,3,9,19,4,30,49,N,0.39,0.763259328
7951,panne,p,a,n,n,e,4,1,5,5,2,14,3,9,9,2,17,37,N,0.05,0.380820228
7952,panni,p,a,n,n,i,4,1,5,5,12,14,3,9,9,6,27,41,N,0.28,0.52436016
7953,pansy,p,a,n,s,y,4,1,5,9,3,14,3,9,1,12,22,39,Y,0.14,0.452898551
7954,panto,p,a,n,t,o,4,1,5,3,10,14,3,9,8,4,23,38,N,0.17,0.417514647
7955,pants,p,a,n,t,s,4,1,5,3,1,14,3,9,8,1,14,35,N,0.02,0.312365094
7956,panty,p,a,n,t,y,4,1,5,3,3,14,3,9,8,12,16,46,N,0.03,0.684397163
7957,paoli,p,a,o,l,i,4,1,4,6,12,14,3,4,7,6,27,34,N,0.28,0.2804502
7958,paolo,p,a,o,l,o,4,1,4,6,10,14,3,4,7,4,25,32,N,0.22,0.220629047
7959,papal,p,a,p,a,l,4,1,15,2,9,14,3,14,3,7,31,41,Y,0.42,0.52436016
7960,papas,p,a,p,a,s,4,1,15,2,1,14,3,14,3,1,23,35,N,0.17,0.312365094
7961,papaw,p,a,p,a,w,4,1,15,2,21,14,3,14,3,21,43,55,N,0.79,0.890148011
7962,paper,p,a,p,e,r,4,1,15,1,7,14,3,14,2,5,28,38,Y,0.31,0.417514647
7963,papes,p,a,p,e,s,4,1,15,1,1,14,3,14,2,1,22,34,N,0.14,0.2804502
7964,pappi,p,a,p,p,i,4,1,15,13,12,14,3,14,14,6,45,51,N,0.83,0.810823312
7965,pappy,p,a,p,p,y,4,1,15,13,3,14,3,14,14,12,36,57,N,0.59,0.917052112
7966,parae,p,a,r,a,e,4,1,2,2,2,14,3,5,3,2,11,27,N,0.01,0.103299414
7967,paras,p,a,r,a,s,4,1,2,2,1,14,3,5,3,1,10,26,N,0,0.0871107
7968,parch,p,a,r,c,h,4,1,2,14,11,14,3,5,13,16,32,51,N,0.46,0.810823312
7969,pardi,p,a,r,d,i,4,1,2,11,12,14,3,5,11,6,30,39,N,0.39,0.452898551
7970,pards,p,a,r,d,s,4,1,2,11,1,14,3,5,11,1,19,34,N,0.08,0.2804502
7971,pardy,p,a,r,d,y,4,1,2,11,3,14,3,5,11,12,21,45,N,0.11,0.653484428
7972,pared,p,a,r,e,d,4,1,2,1,4,14,3,5,2,11,12,35,N,0.01,0.312365094
7973,paren,p,a,r,e,n,4,1,2,1,8,14,3,5,2,9,16,33,N,0.03,0.249537465
7974,pareo,p,a,r,e,o,4,1,2,1,10,14,3,5,2,4,18,28,N,0.06,0.121877891
7975,parer,p,a,r,e,r,4,1,2,1,7,14,3,5,2,5,15,29,Y,0.03,0.145004625
7976,pares,p,a,r,e,s,4,1,2,1,1,14,3,5,2,1,9,25,N,0,0.073851372
7977,pareu,p,a,r,e,u,4,1,2,1,20,14,3,5,2,10,28,34,N,0.31,0.2804502
7978,parev,p,a,r,e,v,4,1,2,1,25,14,3,5,2,22,33,46,N,0.49,0.684397163
7979,parge,p,a,r,g,e,4,1,2,12,2,14,3,5,17,2,21,41,N,0.11,0.52436016
7980,pargo,p,a,r,g,o,4,1,2,12,10,14,3,5,17,4,29,43,N,0.35,0.590425532
7981,paris,p,a,r,i,s,4,1,2,4,1,14,3,5,6,1,12,29,N,0.01,0.145004625
7982,parka,p,a,r,k,a,4,1,2,10,6,14,3,5,19,3,23,44,Y,0.17,0.624884366
7983,parki,p,a,r,k,i,4,1,2,10,12,14,3,5,19,6,29,47,N,0.35,0.712997225
7984,parks,p,a,r,k,s,4,1,2,10,1,14,3,5,19,1,18,42,N,0.06,0.558510638
7985,parky,p,a,r,k,y,4,1,2,10,3,14,3,5,19,12,20,53,N,0.09,0.852605612
7986,parle,p,a,r,l,e,4,1,2,6,2,14,3,5,7,2,15,31,N,0.03,0.19164354
7987,parly,p,a,r,l,y,4,1,2,6,3,14,3,5,7,12,16,41,N,0.03,0.52436016
7988,parma,p,a,r,m,a,4,1,2,15,6,14,3,5,15,3,28,40,N,0.31,0.490826395
7989,parol,p,a,r,o,l,4,1,2,8,9,14,3,5,4,7,24,33,N,0.19,0.249537465
7990,parps,p,a,r,p,s,4,1,2,13,1,14,3,5,14,1,21,37,N,0.11,0.380820228
7991,parra,p,a,r,r,a,4,1,2,7,6,14,3,5,5,3,20,30,N,0.09,0.165895776
7992,parrs,p,a,r,r,s,4,1,2,7,1,14,3,5,5,1,15,28,N,0.03,0.121877891
7993,parry,p,a,r,r,y,4,1,2,7,3,14,3,5,5,12,17,39,Y,0.05,0.452898551
7994,parse,p,a,r,s,e,4,1,2,9,2,14,3,5,1,2,18,25,Y,0.06,0.073851372
7995,parti,p,a,r,t,i,4,1,2,3,12,14,3,5,8,6,22,36,N,0.14,0.346284305
7996,parts,p,a,r,t,s,4,1,2,3,1,14,3,5,8,1,11,31,N,0.01,0.19164354
7997,party,p,a,r,t,y,4,1,2,3,3,14,3,5,8,12,13,42,Y,0.01,0.558510638
7998,parve,p,a,r,v,e,4,1,2,20,2,14,3,5,22,2,29,46,N,0.35,0.684397163
7999,parvo,p,a,r,v,o,4,1,2,20,10,14,3,5,22,4,37,48,N,0.62,0.738282455
8000,paseo,p,a,s,e,o,4,1,10,1,10,14,3,1,2,4,26,24,N,0.25,0.060206599
8001,pases,p,a,s,e,s,4,1,10,1,1,14,3,1,2,1,17,21,N,0.05,0.030835646
8002,pasha,p,a,s,h,a,4,1,10,18,6,14,3,1,16,3,39,37,N,0.68,0.380820228
8003,pashm,p,a,s,h,m,4,1,10,18,14,14,3,1,16,15,47,49,N,0.86,0.763259328
8004,paska,p,a,s,k,a,4,1,10,10,6,14,3,1,19,3,31,40,N,0.42,0.490826395
8005,paspy,p,a,s,p,y,4,1,10,13,3,14,3,1,14,12,31,44,N,0.42,0.624884366
8006,passe,p,a,s,s,e,4,1,10,9,2,14,3,1,1,2,26,21,N,0.25,0.030835646
8007,pasta,p,a,s,t,a,4,1,10,3,6,14,3,1,8,3,24,29,Y,0.19,0.145004625
8008,paste,p,a,s,t,e,4,1,10,3,2,14,3,1,8,2,20,28,Y,0.09,0.121877891
8009,pasts,p,a,s,t,s,4,1,10,3,1,14,3,1,8,1,19,27,N,0.08,0.103299414
8010,pasty,p,a,s,t,y,4,1,10,3,3,14,3,1,8,12,21,38,Y,0.11,0.417514647
8011,patch,p,a,t,c,h,4,1,9,14,11,14,3,8,13,16,39,54,Y,0.68,0.873342584
8012,pated,p,a,t,e,d,4,1,9,1,4,14,3,8,2,11,19,38,N,0.08,0.417514647
8013,paten,p,a,t,e,n,4,1,9,1,8,14,3,8,2,9,23,36,N,0.17,0.346284305
8014,pater,p,a,t,e,r,4,1,9,1,7,14,3,8,2,5,22,32,N,0.14,0.220629047
8015,pates,p,a,t,e,s,4,1,9,1,1,14,3,8,2,1,16,28,N,0.03,0.121877891
8016,paths,p,a,t,h,s,4,1,9,18,1,14,3,8,16,1,33,42,N,0.49,0.558510638
8017,patin,p,a,t,i,n,4,1,9,4,8,14,3,8,6,9,26,40,N,0.25,0.490826395
8018,patio,p,a,t,i,o,4,1,9,4,10,14,3,8,6,4,28,35,Y,0.31,0.312365094
8019,patka,p,a,t,k,a,4,1,9,10,6,14,3,8,19,3,30,47,N,0.39,0.712997225
8020,patly,p,a,t,l,y,4,1,9,6,3,14,3,8,7,12,23,44,N,0.17,0.624884366
8021,patsy,p,a,t,s,y,4,1,9,9,3,14,3,8,1,12,26,38,Y,0.25,0.417514647
8022,patte,p,a,t,t,e,4,1,9,3,2,14,3,8,8,2,19,35,N,0.08,0.312365094
8023,patty,p,a,t,t,y,4,1,9,3,3,14,3,8,8,12,20,45,Y,0.09,0.653484428
8024,patus,p,a,t,u,s,4,1,9,16,1,14,3,8,10,1,31,36,N,0.42,0.346284305
8025,pauas,p,a,u,a,s,4,1,8,2,1,14,3,10,3,1,16,31,N,0.03,0.19164354
8026,pauls,p,a,u,l,s,4,1,8,6,1,14,3,10,7,1,20,35,N,0.09,0.312365094
8027,pause,p,a,u,s,e,4,1,8,9,2,14,3,10,1,2,24,30,Y,0.19,0.165895776
8028,pavan,p,a,v,a,n,4,1,19,2,8,14,3,22,3,9,34,51,N,0.53,0.810823312
8029,paved,p,a,v,e,d,4,1,19,1,4,14,3,22,2,11,29,52,N,0.35,0.832947888
8030,paven,p,a,v,e,n,4,1,19,1,8,14,3,22,2,9,33,50,N,0.49,0.785769349
8031,paver,p,a,v,e,r,4,1,19,1,7,14,3,22,2,5,32,46,N,0.46,0.684397163
8032,paves,p,a,v,e,s,4,1,19,1,1,14,3,22,2,1,26,42,N,0.25,0.558510638
8033,pavid,p,a,v,i,d,4,1,19,4,4,14,3,22,6,11,32,56,N,0.46,0.905565834
8034,pavin,p,a,v,i,n,4,1,19,4,8,14,3,22,6,9,36,54,N,0.59,0.873342584
8035,pavis,p,a,v,i,s,4,1,19,4,1,14,3,22,6,1,29,46,N,0.35,0.684397163
8036,pawas,p,a,w,a,s,4,1,18,2,1,14,3,21,3,1,26,42,N,0.25,0.558510638
8037,pawaw,p,a,w,a,w,4,1,18,2,21,14,3,21,3,21,46,62,N,0.84,0.963536849
8038,pawed,p,a,w,e,d,4,1,18,1,4,14,3,21,2,11,28,51,N,0.31,0.810823312
8039,pawer,p,a,w,e,r,4,1,18,1,7,14,3,21,2,5,31,45,N,0.42,0.653484428
8040,pawks,p,a,w,k,s,4,1,18,10,1,14,3,21,19,1,34,58,N,0.53,0.928230034
8041,pawky,p,a,w,k,y,4,1,18,10,3,14,3,21,19,12,36,69,N,0.59,0.98951588
8042,pawls,p,a,w,l,s,4,1,18,6,1,14,3,21,7,1,30,46,N,0.39,0.684397163
8043,pawns,p,a,w,n,s,4,1,18,5,1,14,3,21,9,1,29,48,N,0.35,0.738282455
8044,paxes,p,a,x,e,s,4,1,23,1,1,14,3,25,2,1,30,45,N,0.39,0.653484428
8045,payed,p,a,y,e,d,4,1,20,1,4,14,3,12,2,11,30,42,N,0.39,0.558510638
8046,payee,p,a,y,e,e,4,1,20,1,2,14,3,12,2,2,28,33,Y,0.31,0.249537465
8047,payer,p,a,y,e,r,4,1,20,1,7,14,3,12,2,5,33,36,Y,0.49,0.346284305
8048,payor,p,a,y,o,r,4,1,20,8,7,14,3,12,4,5,40,38,N,0.71,0.417514647
8049,paysd,p,a,y,s,d,4,1,20,9,4,14,3,12,1,11,38,41,N,0.65,0.52436016
8050,peace,p,e,a,c,e,4,3,1,14,2,14,2,3,13,2,24,34,Y,0.19,0.2804502
8051,peach,p,e,a,c,h,4,3,1,14,11,14,2,3,13,16,33,48,Y,0.49,0.738282455
8052,peage,p,e,a,g,e,4,3,1,12,2,14,2,3,17,2,22,38,N,0.14,0.417514647
8053,peags,p,e,a,g,s,4,3,1,12,1,14,2,3,17,1,21,37,N,0.11,0.380820228
8054,peaks,p,e,a,k,s,4,3,1,10,1,14,2,3,19,1,19,39,N,0.08,0.452898551
8055,peaky,p,e,a,k,y,4,3,1,10,3,14,2,3,19,12,21,50,N,0.11,0.785769349
8056,peals,p,e,a,l,s,4,3,1,6,1,14,2,3,7,1,15,27,N,0.03,0.103299414
8057,peans,p,e,a,n,s,4,3,1,5,1,14,2,3,9,1,14,29,N,0.02,0.145004625
8058,peare,p,e,a,r,e,4,3,1,7,2,14,2,3,5,2,17,26,N,0.05,0.0871107
8059,pearl,p,e,a,r,l,4,3,1,7,9,14,2,3,5,7,24,31,Y,0.19,0.19164354
8060,pears,p,e,a,r,s,4,3,1,7,1,14,2,3,5,1,16,25,N,0.03,0.073851372
8061,peart,p,e,a,r,t,4,3,1,7,5,14,2,3,5,8,20,32,N,0.09,0.220629047
8062,pease,p,e,a,s,e,4,3,1,9,2,14,2,3,1,2,19,22,N,0.08,0.039469627
8063,peats,p,e,a,t,s,4,3,1,3,1,14,2,3,8,1,12,28,N,0.01,0.121877891
8064,peaty,p,e,a,t,y,4,3,1,3,3,14,2,3,8,12,14,39,N,0.02,0.452898551
8065,peavy,p,e,a,v,y,4,3,1,20,3,14,2,3,22,12,31,53,N,0.42,0.852605612
8066,peaze,p,e,a,z,e,4,3,1,22,2,14,2,3,23,2,32,44,N,0.46,0.624884366
8067,pebas,p,e,b,a,s,4,3,16,2,1,14,2,18,3,1,26,38,N,0.25,0.417514647
8068,pecan,p,e,c,a,n,4,3,12,2,8,14,2,13,3,9,29,41,Y,0.35,0.52436016
8069,pechs,p,e,c,h,s,4,3,12,18,1,14,2,13,16,1,38,46,N,0.65,0.684397163
8070,pecke,p,e,c,k,e,4,3,12,10,2,14,2,13,19,2,31,50,N,0.42,0.785769349
8071,pecks,p,e,c,k,s,4,3,12,10,1,14,2,13,19,1,30,49,N,0.39,0.763259328
8072,pecky,p,e,c,k,y,4,3,12,10,3,14,2,13,19,12,32,60,N,0.46,0.947656491
8073,pedal,p,e,d,a,l,4,3,13,2,9,14,2,11,3,7,31,37,Y,0.42,0.380820228
8074,pedes,p,e,d,e,s,4,3,13,1,1,14,2,11,2,1,22,30,N,0.14,0.165895776
8075,pedis,p,e,d,i,s,4,3,13,4,1,14,2,11,6,1,25,34,N,0.22,0.2804502
8076,pedro,p,e,d,r,o,4,3,13,7,10,14,2,11,5,4,37,36,N,0.62,0.346284305
8077,peece,p,e,e,c,e,4,3,6,14,2,14,2,2,13,2,29,33,N,0.35,0.249537465
8078,peeks,p,e,e,k,s,4,3,6,10,1,14,2,2,19,1,24,38,N,0.19,0.417514647
8079,peels,p,e,e,l,s,4,3,6,6,1,14,2,2,7,1,20,26,N,0.09,0.0871107
8080,peens,p,e,e,n,s,4,3,6,5,1,14,2,2,9,1,19,28,N,0.08,0.121877891
8081,peeoy,p,e,e,o,y,4,3,6,8,3,14,2,2,4,12,24,34,N,0.19,0.2804502
8082,peepe,p,e,e,p,e,4,3,6,13,2,14,2,2,14,2,28,34,N,0.31,0.2804502
8083,peeps,p,e,e,p,s,4,3,6,13,1,14,2,2,14,1,27,33,N,0.28,0.249537465
8084,peers,p,e,e,r,s,4,3,6,7,1,14,2,2,5,1,21,24,N,0.11,0.060206599
8085,peery,p,e,e,r,y,4,3,6,7,3,14,2,2,5,12,23,35,N,0.17,0.312365094
8086,peeve,p,e,e,v,e,4,3,6,20,2,14,2,2,22,2,35,42,N,0.56,0.558510638
8087,peggy,p,e,g,g,y,4,3,14,12,3,14,2,17,17,12,36,62,N,0.59,0.963536849
8088,peghs,p,e,g,h,s,4,3,14,18,1,14,2,17,16,1,40,50,N,0.71,0.785769349
8089,peins,p,e,i,n,s,4,3,3,5,1,14,2,6,9,1,16,32,N,0.03,0.220629047
8090,peise,p,e,i,s,e,4,3,3,9,2,14,2,6,1,2,21,25,N,0.11,0.073851372
8091,peize,p,e,i,z,e,4,3,3,22,2,14,2,6,23,2,34,47,N,0.53,0.712997225
8092,pekan,p,e,k,a,n,4,3,17,2,8,14,2,19,3,9,34,47,N,0.53,0.712997225
8093,pekes,p,e,k,e,s,4,3,17,1,1,14,2,19,2,1,26,38,N,0.25,0.417514647
8094,pekin,p,e,k,i,n,4,3,17,4,8,14,2,19,6,9,36,50,N,0.59,0.785769349
8095,pekoe,p,e,k,o,e,4,3,17,8,2,14,2,19,4,2,34,41,N,0.53,0.52436016
8096,pelas,p,e,l,a,s,4,3,7,2,1,14,2,7,3,1,17,27,N,0.05,0.103299414
8097,pelau,p,e,l,a,u,4,3,7,2,20,14,2,7,3,10,36,36,N,0.59,0.346284305
8098,peles,p,e,l,e,s,4,3,7,1,1,14,2,7,2,1,16,26,N,0.03,0.0871107
8099,pelfs,p,e,l,f,s,4,3,7,19,1,14,2,7,20,1,34,44,N,0.53,0.624884366
8100,pells,p,e,l,l,s,4,3,7,6,1,14,2,7,7,1,21,31,N,0.11,0.19164354
8101,pelma,p,e,l,m,a,4,3,7,15,6,14,2,7,15,3,35,41,N,0.56,0.52436016
8102,pelon,p,e,l,o,n,4,3,7,8,8,14,2,7,4,9,30,36,N,0.39,0.346284305
8103,pelta,p,e,l,t,a,4,3,7,3,6,14,2,7,8,3,23,34,N,0.17,0.2804502
8104,pelts,p,e,l,t,s,4,3,7,3,1,14,2,7,8,1,18,32,N,0.06,0.220629047
8105,penal,p,e,n,a,l,4,3,5,2,9,14,2,9,3,7,23,35,Y,0.17,0.312365094
8106,pence,p,e,n,c,e,4,3,5,14,2,14,2,9,13,2,28,40,Y,0.31,0.490826395
8107,pends,p,e,n,d,s,4,3,5,11,1,14,2,9,11,1,24,37,N,0.19,0.380820228
8108,pendu,p,e,n,d,u,4,3,5,11,20,14,2,9,11,10,43,46,N,0.79,0.684397163
8109,pened,p,e,n,e,d,4,3,5,1,4,14,2,9,2,11,17,38,N,0.05,0.417514647
8110,penes,p,e,n,e,s,4,3,5,1,1,14,2,9,2,1,14,28,N,0.02,0.121877891
8111,pengo,p,e,n,g,o,4,3,5,12,10,14,2,9,17,4,34,46,N,0.53,0.684397163
8112,penie,p,e,n,i,e,4,3,5,4,2,14,2,9,6,2,18,33,N,0.06,0.249537465
8113,penis,p,e,n,i,s,4,3,5,4,1,14,2,9,6,1,17,32,N,0.05,0.220629047
8114,penks,p,e,n,k,s,4,3,5,10,1,14,2,9,19,1,23,45,N,0.17,0.653484428
8115,penna,p,e,n,n,a,4,3,5,5,6,14,2,9,9,3,23,37,N,0.17,0.380820228
8116,penne,p,e,n,n,e,4,3,5,5,2,14,2,9,9,2,19,36,Y,0.08,0.346284305
8117,penni,p,e,n,n,i,4,3,5,5,12,14,2,9,9,6,29,40,N,0.35,0.490826395
8118,penny,p,e,n,n,y,4,3,5,5,3,14,2,9,9,12,20,46,Y,0.09,0.684397163
8119,pents,p,e,n,t,s,4,3,5,3,1,14,2,9,8,1,16,34,N,0.03,0.2804502
8120,peons,p,e,o,n,s,4,3,4,5,1,14,2,4,9,1,17,30,N,0.05,0.165895776
8121,peony,p,e,o,n,y,4,3,4,5,3,14,2,4,9,12,19,41,N,0.08,0.52436016
8122,pepla,p,e,p,l,a,4,3,15,6,6,14,2,14,7,3,34,40,N,0.53,0.490826395
8123,pepos,p,e,p,o,s,4,3,15,8,1,14,2,14,4,1,31,35,N,0.42,0.312365094
8124,peppy,p,e,p,p,y,4,3,15,13,3,14,2,14,14,12,38,56,N,0.65,0.905565834
8125,pepsi,p,e,p,s,i,4,3,15,9,12,14,2,14,1,6,43,37,N,0.79,0.380820228
8126,perai,p,e,r,a,i,4,3,2,2,12,14,2,5,3,6,23,30,N,0.17,0.165895776
8127,perce,p,e,r,c,e,4,3,2,14,2,14,2,5,13,2,25,36,N,0.22,0.346284305
8128,perch,p,e,r,c,h,4,3,2,14,11,14,2,5,13,16,34,50,Y,0.53,0.785769349
8129,percs,p,e,r,c,s,4,3,2,14,1,14,2,5,13,1,24,35,N,0.19,0.312365094
8130,perdu,p,e,r,d,u,4,3,2,11,20,14,2,5,11,10,40,42,N,0.71,0.558510638
8131,perdy,p,e,r,d,y,4,3,2,11,3,14,2,5,11,12,23,44,N,0.17,0.624884366
8132,perea,p,e,r,e,a,4,3,2,1,6,14,2,5,2,3,16,26,N,0.03,0.0871107
8133,peres,p,e,r,e,s,4,3,2,1,1,14,2,5,2,1,11,24,N,0.01,0.060206599
8134,peril,p,e,r,i,l,4,3,2,4,9,14,2,5,6,7,22,34,Y,0.14,0.2804502
8135,peris,p,e,r,i,s,4,3,2,4,1,14,2,5,6,1,14,28,N,0.02,0.121877891
8136,perks,p,e,r,k,s,4,3,2,10,1,14,2,5,19,1,20,41,N,0.09,0.52436016
8137,perky,p,e,r,k,y,4,3,2,10,3,14,2,5,19,12,22,52,Y,0.14,0.832947888
8138,perms,p,e,r,m,s,4,3,2,15,1,14,2,5,15,1,25,37,N,0.22,0.380820228
8139,perns,p,e,r,n,s,4,3,2,5,1,14,2,5,9,1,15,31,N,0.03,0.19164354
8140,perog,p,e,r,o,g,4,3,2,8,16,14,2,5,4,17,33,42,N,0.49,0.558510638
8141,perps,p,e,r,p,s,4,3,2,13,1,14,2,5,14,1,23,36,N,0.17,0.346284305
8142,perry,p,e,r,r,y,4,3,2,7,3,14,2,5,5,12,19,38,N,0.08,0.417514647
8143,perse,p,e,r,s,e,4,3,2,9,2,14,2,5,1,2,20,24,N,0.09,0.060206599
8144,perst,p,e,r,s,t,4,3,2,9,5,14,2,5,1,8,23,30,N,0.17,0.165895776
8145,perts,p,e,r,t,s,4,3,2,3,1,14,2,5,8,1,13,30,N,0.01,0.165895776
8146,perve,p,e,r,v,e,4,3,2,20,2,14,2,5,22,2,31,45,N,0.42,0.653484428
8147,pervo,p,e,r,v,o,4,3,2,20,10,14,2,5,22,4,39,47,N,0.68,0.712997225
8148,pervs,p,e,r,v,s,4,3,2,20,1,14,2,5,22,1,30,44,N,0.39,0.624884366
8149,pervy,p,e,r,v,y,4,3,2,20,3,14,2,5,22,12,32,55,N,0.46,0.890148011
8150,pesky,p,e,s,k,y,4,3,10,10,3,14,2,1,19,12,30,48,Y,0.39,0.738282455
8151,pesos,p,e,s,o,s,4,3,10,8,1,14,2,1,4,1,26,22,N,0.25,0.039469627
8152,pesto,p,e,s,t,o,4,3,10,3,10,14,2,1,8,4,30,29,Y,0.39,0.145004625
8153,pests,p,e,s,t,s,4,3,10,3,1,14,2,1,8,1,21,26,N,0.11,0.0871107
8154,pesty,p,e,s,t,y,4,3,10,3,3,14,2,1,8,12,23,37,N,0.17,0.380820228
8155,petal,p,e,t,a,l,4,3,9,2,9,14,2,8,3,7,27,34,Y,0.28,0.2804502
8156,petar,p,e,t,a,r,4,3,9,2,7,14,2,8,3,5,25,32,N,0.22,0.220629047
8157,peter,p,e,t,e,r,4,3,9,1,7,14,2,8,2,5,24,31,N,0.19,0.19164354
8158,petit,p,e,t,i,t,4,3,9,4,5,14,2,8,6,8,25,38,N,0.22,0.417514647
8159,petre,p,e,t,r,e,4,3,9,7,2,14,2,8,5,2,25,31,N,0.22,0.19164354
8160,petri,p,e,t,r,i,4,3,9,7,12,14,2,8,5,6,35,35,N,0.56,0.312365094
8161,petti,p,e,t,t,i,4,3,9,3,12,14,2,8,8,6,31,38,N,0.42,0.417514647
8162,petto,p,e,t,t,o,4,3,9,3,10,14,2,8,8,4,29,36,N,0.35,0.346284305
8163,petty,p,e,t,t,y,4,3,9,3,3,14,2,8,8,12,22,44,Y,0.14,0.624884366
8164,pewee,p,e,w,e,e,4,3,18,1,2,14,2,21,2,2,28,41,N,0.31,0.52436016
8165,pewit,p,e,w,i,t,4,3,18,4,5,14,2,21,6,8,34,51,N,0.53,0.810823312
8166,peyse,p,e,y,s,e,4,3,20,9,2,14,2,12,1,2,38,31,N,0.65,0.19164354
8167,phage,p,h,a,g,e,4,8,1,12,2,14,16,3,17,2,27,52,N,0.28,0.832947888
8168,phang,p,h,a,n,g,4,8,1,5,16,14,16,3,9,17,34,59,N,0.53,0.937557817
8169,phare,p,h,a,r,e,4,8,1,7,2,14,16,3,5,2,22,40,N,0.14,0.490826395
8170,pharm,p,h,a,r,m,4,8,1,7,14,14,16,3,5,15,34,53,N,0.53,0.852605612
8171,phase,p,h,a,s,e,4,8,1,9,2,14,16,3,1,2,24,36,Y,0.19,0.346284305
8172,pheer,p,h,e,e,r,4,8,6,1,7,14,16,2,2,5,26,39,N,0.25,0.452898551
8173,phene,p,h,e,n,e,4,8,6,5,2,14,16,2,9,2,25,43,N,0.22,0.590425532
8174,pheon,p,h,e,o,n,4,8,6,8,8,14,16,2,4,9,34,45,N,0.53,0.653484428
8175,phese,p,h,e,s,e,4,8,6,9,2,14,16,2,1,2,29,35,N,0.35,0.312365094
8176,phial,p,h,i,a,l,4,8,3,2,9,14,16,6,3,7,26,46,N,0.25,0.684397163
8177,phish,p,h,i,s,h,4,8,3,9,11,14,16,6,1,16,35,53,N,0.56,0.852605612
8178,phizz,p,h,i,z,z,4,8,3,22,23,14,16,6,23,23,60,82,N,0.97,0.999306198
8179,phlox,p,h,l,o,x,4,8,7,8,19,14,16,7,4,25,46,66,N,0.84,0.982115325
8180,phoca,p,h,o,c,a,4,8,4,14,6,14,16,4,13,3,36,50,N,0.59,0.785769349
8181,phone,p,h,o,n,e,4,8,4,5,2,14,16,4,9,2,23,45,Y,0.17,0.653484428
8182,phono,p,h,o,n,o,4,8,4,5,10,14,16,4,9,4,31,47,N,0.42,0.712997225
8183,phons,p,h,o,n,s,4,8,4,5,1,14,16,4,9,1,22,44,N,0.14,0.624884366
8184,phony,p,h,o,n,y,4,8,4,5,3,14,16,4,9,12,24,55,Y,0.19,0.890148011
8185,photo,p,h,o,t,o,4,8,4,3,10,14,16,4,8,4,29,46,Y,0.35,0.684397163
8186,phots,p,h,o,t,s,4,8,4,3,1,14,16,4,8,1,20,43,N,0.09,0.590425532
8187,phpht,p,h,p,h,t,4,8,15,18,5,14,16,14,16,8,50,68,N,0.9,0.987588652
8188,phuts,p,h,u,t,s,4,8,8,3,1,14,16,10,8,1,24,49,N,0.19,0.763259328
8189,phyla,p,h,y,l,a,4,8,20,6,6,14,16,12,7,3,44,52,N,0.81,0.832947888
8190,phyle,p,h,y,l,e,4,8,20,6,2,14,16,12,7,2,40,51,N,0.71,0.810823312
8191,piani,p,i,a,n,i,4,4,1,5,12,14,6,3,9,6,26,38,N,0.25,0.417514647
8192,piano,p,i,a,n,o,4,4,1,5,10,14,6,3,9,4,24,36,Y,0.19,0.346284305
