id,word,letter1,letter2,letter3,letter4,letter5,letter1rank,letter2rank,letter3rank,letter4rank,letter5rank,totalrank
6077,navar,n,a,v,a,r,16,1,19,2,7,45
6078,naves,n,a,v,e,s,16,1,19,1,1,38
6079,navew,n,a,v,e,w,16,1,19,1,22,59
6080,navvy,n,a,v,v,y,16,1,19,20,3,59
6081,nawab,n,a,w,a,b,16,1,18,2,21,58
6082,nazes,n,a,z,e,s,16,1,22,1,1,41
6083,nazir,n,a,z,i,r,16,1,22,4,7,50
6084,nazis,n,a,z,i,s,16,1,22,4,1,44
6085,nduja,n,d,u,j,a,16,19,9,24,5,73
6086,neafe,n,e,a,f,e,16,3,2,19,2,42
6087,neals,n,e,a,l,s,16,3,2,5,1,27
6088,neaps,n,e,a,p,s,16,3,2,11,1,33
6089,nears,n,e,a,r,s,16,3,2,7,1,29
6090,neath,n,e,a,t,h,16,3,2,3,12,36
6091,neats,n,e,a,t,s,16,3,2,3,1,25
6092,nebek,n,e,b,e,k,16,3,16,1,13,49
6093,nebel,n,e,b,e,l,16,3,16,1,10,46
6094,necks,n,e,c,k,s,16,3,12,9,1,41
6095,neddy,n,e,d,d,y,16,3,13,10,3,45
6096,needs,n,e,e,d,s,16,3,7,10,1,37
6097,neeld,n,e,e,l,d,16,3,7,5,4,35
6098,neele,n,e,e,l,e,16,3,7,5,2,33
6099,neemb,n,e,e,m,b,16,3,7,14,21,61
6100,neems,n,e,e,m,s,16,3,7,14,1,41
6101,neeps,n,e,e,p,s,16,3,7,11,1,38
6102,neese,n,e,e,s,e,16,3,7,13,2,41
6103,neeze,n,e,e,z,e,16,3,7,21,2,49
6104,negro,n,e,g,r,o,16,3,15,7,9,50
6105,negus,n,e,g,u,s,16,3,15,15,1,50
6106,neifs,n,e,i,f,s,16,3,4,19,1,43
6107,neist,n,e,i,s,t,16,3,4,13,6,42
6108,neive,n,e,i,v,e,16,3,4,20,2,45
6109,nelis,n,e,l,i,s,16,3,6,4,1,30
6110,nelly,n,e,l,l,y,16,3,6,5,3,33
6111,nemas,n,e,m,a,s,16,3,11,2,1,33
6112,nemns,n,e,m,n,s,16,3,11,6,1,37
6113,nempt,n,e,m,p,t,16,3,11,11,6,47
6114,nenes,n,e,n,e,s,16,3,3,1,1,24
6115,neons,n,e,o,n,s,16,3,5,6,1,31
6116,neper,n,e,p,e,r,16,3,14,1,7,41
6117,nepit,n,e,p,i,t,16,3,14,4,6,43
6118,neral,n,e,r,a,l,16,3,1,2,10,32
6119,nerds,n,e,r,d,s,16,3,1,10,1,31
6120,nerka,n,e,r,k,a,16,3,1,9,5,34
6121,nerks,n,e,r,k,s,16,3,1,9,1,30
6122,nerol,n,e,r,o,l,16,3,1,8,10,38
6123,nerts,n,e,r,t,s,16,3,1,3,1,24
6124,nertz,n,e,r,t,z,16,3,1,3,23,46
6125,nervy,n,e,r,v,y,16,3,1,20,3,43
6126,nests,n,e,s,t,s,16,3,10,3,1,33
6127,netes,n,e,t,e,s,16,3,8,1,1,29
6128,netop,n,e,t,o,p,16,3,8,8,17,52
6129,netts,n,e,t,t,s,16,3,8,3,1,31
6130,netty,n,e,t,t,y,16,3,8,3,3,33
6131,neuks,n,e,u,k,s,16,3,9,9,1,38
6132,neume,n,e,u,m,e,16,3,9,14,2,44
6133,neums,n,e,u,m,s,16,3,9,14,1,43
6134,nevel,n,e,v,e,l,16,3,19,1,10,49
6135,neves,n,e,v,e,s,16,3,19,1,1,40
6136,nevus,n,e,v,u,s,16,3,19,15,1,54
6137,newbs,n,e,w,b,s,16,3,18,17,1,55
6138,newed,n,e,w,e,d,16,3,18,1,4,42
6139,newel,n,e,w,e,l,16,3,18,1,10,48
6140,newie,n,e,w,i,e,16,3,18,4,2,43
6141,newsy,n,e,w,s,y,16,3,18,13,3,53
6142,newts,n,e,w,t,s,16,3,18,3,1,41
6143,nexts,n,e,x,t,s,16,3,23,3,1,46
6144,nexus,n,e,x,u,s,16,3,23,15,1,58
6145,ngaio,n,g,a,i,o,16,19,2,4,9,50
6146,ngana,n,g,a,n,a,16,19,2,6,5,48
6147,ngati,n,g,a,t,i,16,19,2,3,11,51
6148,ngoma,n,g,o,m,a,16,19,5,14,5,59
6149,ngwee,n,g,w,e,e,16,19,18,1,2,56
6150,nicad,n,i,c,a,d,16,4,12,2,4,38
6151,nicht,n,i,c,h,t,16,4,12,18,6,56
6152,nicks,n,i,c,k,s,16,4,12,9,1,42
6153,nicol,n,i,c,o,l,16,4,12,8,10,50
6154,nidal,n,i,d,a,l,16,4,13,2,10,45
6155,nided,n,i,d,e,d,16,4,13,1,4,38
6156,nides,n,i,d,e,s,16,4,13,1,1,35
6157,nidor,n,i,d,o,r,16,4,13,8,7,48
6158,nidus,n,i,d,u,s,16,4,13,15,1,49
6159,niefs,n,i,e,f,s,16,4,7,19,1,47
6160,nieve,n,i,e,v,e,16,4,7,20,2,49
6161,nifes,n,i,f,e,s,16,4,21,1,1,43
6162,niffs,n,i,f,f,s,16,4,21,19,1,61
6163,niffy,n,i,f,f,y,16,4,21,19,3,63
6164,nifty,n,i,f,t,y,16,4,21,3,3,47
6165,niger,n,i,g,e,r,16,4,15,1,7,43
6166,nighs,n,i,g,h,s,16,4,15,18,1,54
6167,nihil,n,i,h,i,l,16,4,24,4,10,58
6168,nikab,n,i,k,a,b,16,4,17,2,21,60
6169,nikah,n,i,k,a,h,16,4,17,2,12,51
6170,nikau,n,i,k,a,u,16,4,17,2,18,57
6171,nills,n,i,l,l,s,16,4,6,5,1,32
6172,nimbi,n,i,m,b,i,16,4,11,17,11,59
6173,nimbs,n,i,m,b,s,16,4,11,17,1,49
6174,nimps,n,i,m,p,s,16,4,11,11,1,43
6175,niner,n,i,n,e,r,16,4,3,1,7,31
6176,nines,n,i,n,e,s,16,4,3,1,1,25
6177,ninon,n,i,n,o,n,16,4,3,8,8,39
6178,nipas,n,i,p,a,s,16,4,14,2,1,37
6179,nippy,n,i,p,p,y,16,4,14,11,3,48
6180,niqab,n,i,q,a,b,16,4,26,2,21,69
6181,nirls,n,i,r,l,s,16,4,1,5,1,27
6182,nirly,n,i,r,l,y,16,4,1,5,3,29
6183,nisei,n,i,s,e,i,16,4,10,1,11,42
6184,nisse,n,i,s,s,e,16,4,10,13,2,45
6185,nisus,n,i,s,u,s,16,4,10,15,1,46
6186,niter,n,i,t,e,r,16,4,8,1,7,36
6187,nites,n,i,t,e,s,16,4,8,1,1,30
6188,nitid,n,i,t,i,d,16,4,8,4,4,36
6189,niton,n,i,t,o,n,16,4,8,8,8,44
6190,nitre,n,i,t,r,e,16,4,8,7,2,37
6191,nitro,n,i,t,r,o,16,4,8,7,9,44
6192,nitry,n,i,t,r,y,16,4,8,7,3,38
6193,nitty,n,i,t,t,y,16,4,8,3,3,34
6194,nival,n,i,v,a,l,16,4,19,2,10,51
6195,nixed,n,i,x,e,d,16,4,23,1,4,48
6196,nixer,n,i,x,e,r,16,4,23,1,7,51
6197,nixes,n,i,x,e,s,16,4,23,1,1,45
6198,nixie,n,i,x,i,e,16,4,23,4,2,49
6199,nizam,n,i,z,a,m,16,4,22,2,14,58
6200,nkosi,n,k,o,s,i,16,16,5,13,11,61
6201,noahs,n,o,a,h,s,16,2,2,18,1,39
6202,nobby,n,o,b,b,y,16,2,16,17,3,54
6203,nocks,n,o,c,k,s,16,2,12,9,1,40
6204,nodal,n,o,d,a,l,16,2,13,2,10,43
6205,noddy,n,o,d,d,y,16,2,13,10,3,44
6206,nodes,n,o,d,e,s,16,2,13,1,1,33
6207,nodus,n,o,d,u,s,16,2,13,15,1,47
6208,noels,n,o,e,l,s,16,2,7,5,1,31
6209,noggs,n,o,g,g,s,16,2,15,12,1,46
6210,nohow,n,o,h,o,w,16,2,24,8,22,72
6211,noils,n,o,i,l,s,16,2,4,5,1,28
6212,noily,n,o,i,l,y,16,2,4,5,3,30
6213,noint,n,o,i,n,t,16,2,4,6,6,34
6214,noirs,n,o,i,r,s,16,2,4,7,1,30
6215,noles,n,o,l,e,s,16,2,6,1,1,26
6216,nolls,n,o,l,l,s,16,2,6,5,1,30
6217,nolos,n,o,l,o,s,16,2,6,8,1,33
6218,nomas,n,o,m,a,s,16,2,11,2,1,32
6219,nomen,n,o,m,e,n,16,2,11,1,8,38
6220,nomes,n,o,m,e,s,16,2,11,1,1,31
6221,nomic,n,o,m,i,c,16,2,11,4,16,49
6222,nomoi,n,o,m,o,i,16,2,11,8,11,48
6223,nomos,n,o,m,o,s,16,2,11,8,1,38
6224,nonas,n,o,n,a,s,16,2,3,2,1,24
6225,nonce,n,o,n,c,e,16,2,3,16,2,39
6226,nones,n,o,n,e,s,16,2,3,1,1,23
6227,nonet,n,o,n,e,t,16,2,3,1,6,28
6228,nongs,n,o,n,g,s,16,2,3,12,1,34
6229,nonis,n,o,n,i,s,16,2,3,4,1,26
6230,nonny,n,o,n,n,y,16,2,3,6,3,30
6231,nonyl,n,o,n,y,l,16,2,3,22,10,53
6232,noobs,n,o,o,b,s,16,2,5,17,1,41
6233,nooit,n,o,o,i,t,16,2,5,4,6,33
6234,nooks,n,o,o,k,s,16,2,5,9,1,33
6235,nooky,n,o,o,k,y,16,2,5,9,3,35
6236,noons,n,o,o,n,s,16,2,5,6,1,30
6237,noops,n,o,o,p,s,16,2,5,11,1,35
6238,nopal,n,o,p,a,l,16,2,14,2,10,44
6239,noria,n,o,r,i,a,16,2,1,4,5,28
6240,noris,n,o,r,i,s,16,2,1,4,1,24
6241,norks,n,o,r,k,s,16,2,1,9,1,29
6242,norma,n,o,r,m,a,16,2,1,14,5,38
6243,norms,n,o,r,m,s,16,2,1,14,1,34
6244,nosed,n,o,s,e,d,16,2,10,1,4,33
6245,noser,n,o,s,e,r,16,2,10,1,7,36
6246,noses,n,o,s,e,s,16,2,10,1,1,30
6247,notal,n,o,t,a,l,16,2,8,2,10,38
6248,noted,n,o,t,e,d,16,2,8,1,4,31
6249,noter,n,o,t,e,r,16,2,8,1,7,34
6250,notes,n,o,t,e,s,16,2,8,1,1,28
6251,notum,n,o,t,u,m,16,2,8,15,14,55
6252,nould,n,o,u,l,d,16,2,9,5,4,36
6253,noule,n,o,u,l,e,16,2,9,5,2,34
6254,nouls,n,o,u,l,s,16,2,9,5,1,33
6255,nouns,n,o,u,n,s,16,2,9,6,1,34
6256,nouny,n,o,u,n,y,16,2,9,6,3,36
6257,noups,n,o,u,p,s,16,2,9,11,1,39
6258,novae,n,o,v,a,e,16,2,19,2,2,41
6259,novas,n,o,v,a,s,16,2,19,2,1,40
6260,novum,n,o,v,u,m,16,2,19,15,14,66
6261,noway,n,o,w,a,y,16,2,18,2,3,41
6262,nowed,n,o,w,e,d,16,2,18,1,4,41
6263,nowls,n,o,w,l,s,16,2,18,5,1,42
6264,nowts,n,o,w,t,s,16,2,18,3,1,40
6265,nowty,n,o,w,t,y,16,2,18,3,3,42
6266,noxal,n,o,x,a,l,16,2,23,2,10,53
6267,noxes,n,o,x,e,s,16,2,23,1,1,43
6268,noyau,n,o,y,a,u,16,2,20,2,18,58
6269,noyed,n,o,y,e,d,16,2,20,1,4,43
6270,noyes,n,o,y,e,s,16,2,20,1,1,40
6271,nubby,n,u,b,b,y,16,5,16,17,3,57
6272,nubia,n,u,b,i,a,16,5,16,4,5,46
6273,nucha,n,u,c,h,a,16,5,12,18,5,56
6274,nuddy,n,u,d,d,y,16,5,13,10,3,47
6275,nuder,n,u,d,e,r,16,5,13,1,7,42
6276,nudes,n,u,d,e,s,16,5,13,1,1,36
6277,nudie,n,u,d,i,e,16,5,13,4,2,40
6278,nudzh,n,u,d,z,h,16,5,13,21,12,67
6279,nuffs,n,u,f,f,s,16,5,21,19,1,62
6280,nugae,n,u,g,a,e,16,5,15,2,2,40
6281,nuked,n,u,k,e,d,16,5,17,1,4,43
6282,nukes,n,u,k,e,s,16,5,17,1,1,40
6283,nulla,n,u,l,l,a,16,5,6,5,5,37
6284,nulls,n,u,l,l,s,16,5,6,5,1,33
6285,numbs,n,u,m,b,s,16,5,11,17,1,50
6286,numen,n,u,m,e,n,16,5,11,1,8,41
6287,nummy,n,u,m,m,y,16,5,11,14,3,49
6288,nunny,n,u,n,n,y,16,5,3,6,3,33
6289,nurds,n,u,r,d,s,16,5,1,10,1,33
6290,nurdy,n,u,r,d,y,16,5,1,10,3,35
6291,nurls,n,u,r,l,s,16,5,1,5,1,28
6292,nurrs,n,u,r,r,s,16,5,1,7,1,30
6293,nutso,n,u,t,s,o,16,5,8,13,9,51
6294,nutsy,n,u,t,s,y,16,5,8,13,3,45
6295,nyaff,n,y,a,f,f,16,10,2,19,20,67
6296,nyala,n,y,a,l,a,16,10,2,5,5,38
6297,nying,n,y,i,n,g,16,10,4,6,15,51
6298,nyssa,n,y,s,s,a,16,10,10,13,5,54
6299,oaked,o,a,k,e,d,18,1,17,1,4,41
6300,oaker,o,a,k,e,r,18,1,17,1,7,44
6301,oakum,o,a,k,u,m,18,1,17,15,14,65
6302,oared,o,a,r,e,d,18,1,1,1,4,25
6303,oases,o,a,s,e,s,18,1,10,1,1,31
6304,oasis,o,a,s,i,s,18,1,10,4,1,34
6305,oasts,o,a,s,t,s,18,1,10,3,1,33
6306,oaten,o,a,t,e,n,18,1,8,1,8,36
6307,oater,o,a,t,e,r,18,1,8,1,7,35
6308,oaths,o,a,t,h,s,18,1,8,18,1,46
6309,oaves,o,a,v,e,s,18,1,19,1,1,40
6310,obang,o,b,a,n,g,18,18,2,6,15,59
6311,obeah,o,b,e,a,h,18,18,7,2,12,57
6312,obeli,o,b,e,l,i,18,18,7,5,11,59
6313,obeys,o,b,e,y,s,18,18,7,22,1,66
6314,obias,o,b,i,a,s,18,18,4,2,1,43
6315,obied,o,b,i,e,d,18,18,4,1,4,45
6316,obiit,o,b,i,i,t,18,18,4,4,6,50
6317,obits,o,b,i,t,s,18,18,4,3,1,44
6318,objet,o,b,j,e,t,18,18,25,1,6,68
6319,oboes,o,b,o,e,s,18,18,5,1,1,43
6320,obole,o,b,o,l,e,18,18,5,5,2,48
6321,oboli,o,b,o,l,i,18,18,5,5,11,57
6322,obols,o,b,o,l,s,18,18,5,5,1,47
6323,occam,o,c,c,a,m,18,14,12,2,14,60
6324,ocher,o,c,h,e,r,18,14,24,1,7,64
6325,oches,o,c,h,e,s,18,14,24,1,1,58
6326,ochre,o,c,h,r,e,18,14,24,7,2,65
6327,ochry,o,c,h,r,y,18,14,24,7,3,66
6328,ocker,o,c,k,e,r,18,14,17,1,7,57
6329,ocrea,o,c,r,e,a,18,14,1,1,5,39
6330,octad,o,c,t,a,d,18,14,8,2,4,46
6331,octan,o,c,t,a,n,18,14,8,2,8,50
6332,octas,o,c,t,a,s,18,14,8,2,1,43
6333,octyl,o,c,t,y,l,18,14,8,22,10,72
6334,oculi,o,c,u,l,i,18,14,9,5,11,57
6335,odahs,o,d,a,h,s,18,19,2,18,1,58
6336,odals,o,d,a,l,s,18,19,2,5,1,45
6337,odeon,o,d,e,o,n,18,19,7,8,8,60
6338,odeum,o,d,e,u,m,18,19,7,15,14,73
6339,odism,o,d,i,s,m,18,19,4,13,14,68
6340,odist,o,d,i,s,t,18,19,4,13,6,60
6341,odium,o,d,i,u,m,18,19,4,15,14,70
6342,odors,o,d,o,r,s,18,19,5,7,1,50
6343,odour,o,d,o,u,r,18,19,5,15,7,64
6344,odyle,o,d,y,l,e,18,19,20,5,2,64
6345,odyls,o,d,y,l,s,18,19,20,5,1,63
6346,ofays,o,f,a,y,s,18,24,2,22,1,67
6347,offed,o,f,f,e,d,18,24,21,1,4,68
6348,offie,o,f,f,i,e,18,24,21,4,2,69
6349,oflag,o,f,l,a,g,18,24,6,2,15,65
6350,ofter,o,f,t,e,r,18,24,8,1,7,58
6351,ogams,o,g,a,m,s,18,19,2,14,1,54
6352,ogeed,o,g,e,e,d,18,19,7,1,4,49
6353,ogees,o,g,e,e,s,18,19,7,1,1,46
6354,oggin,o,g,g,i,n,18,19,15,4,8,64
6355,ogham,o,g,h,a,m,18,19,24,2,14,77
6356,ogive,o,g,i,v,e,18,19,4,20,2,63
6357,ogled,o,g,l,e,d,18,19,6,1,4,48
6358,ogler,o,g,l,e,r,18,19,6,1,7,51
6359,ogles,o,g,l,e,s,18,19,6,1,1,45
6360,ogmic,o,g,m,i,c,18,19,11,4,16,68
6361,ogres,o,g,r,e,s,18,19,1,1,1,40
6362,ohias,o,h,i,a,s,18,8,4,2,1,33
6363,ohing,o,h,i,n,g,18,8,4,6,15,51
6364,ohmic,o,h,m,i,c,18,8,11,4,16,57
6365,ohone,o,h,o,n,e,18,8,5,6,2,39
6366,oidia,o,i,d,i,a,18,4,13,4,5,44
6367,oiled,o,i,l,e,d,18,4,6,1,4,33
6368,oiler,o,i,l,e,r,18,4,6,1,7,36
6369,oinks,o,i,n,k,s,18,4,3,9,1,35
6370,oints,o,i,n,t,s,18,4,3,3,1,29
6371,ojime,o,j,i,m,e,18,26,4,14,2,64
6372,okapi,o,k,a,p,i,18,16,2,11,11,58
6373,okays,o,k,a,y,s,18,16,2,22,1,59
6374,okehs,o,k,e,h,s,18,16,7,18,1,60
6375,okras,o,k,r,a,s,18,16,1,2,1,38
6376,oktas,o,k,t,a,s,18,16,8,2,1,45
6377,oldie,o,l,d,i,e,18,7,13,4,2,44
6378,oleic,o,l,e,i,c,18,7,7,4,16,52
6379,olein,o,l,e,i,n,18,7,7,4,8,44
6380,olent,o,l,e,n,t,18,7,7,6,6,44
6381,oleos,o,l,e,o,s,18,7,7,8,1,41
6382,oleum,o,l,e,u,m,18,7,7,15,14,61
6383,olios,o,l,i,o,s,18,7,4,8,1,38
6384,ollas,o,l,l,a,s,18,7,6,2,1,34
6385,ollav,o,l,l,a,v,18,7,6,2,24,57
6386,oller,o,l,l,e,r,18,7,6,1,7,39
6387,ollie,o,l,l,i,e,18,7,6,4,2,37
6388,ology,o,l,o,g,y,18,7,5,12,3,45
6389,olpae,o,l,p,a,e,18,7,14,2,2,43
6390,olpes,o,l,p,e,s,18,7,14,1,1,41
6391,omasa,o,m,a,s,a,18,13,2,13,5,51
6392,omber,o,m,b,e,r,18,13,16,1,7,55
6393,ombus,o,m,b,u,s,18,13,16,15,1,63
6394,omens,o,m,e,n,s,18,13,7,6,1,45
6395,omers,o,m,e,r,s,18,13,7,7,1,46
6396,omits,o,m,i,t,s,18,13,4,3,1,39
6397,omlah,o,m,l,a,h,18,13,6,2,12,51
6398,omovs,o,m,o,v,s,18,13,5,20,1,57
6399,omrah,o,m,r,a,h,18,13,1,2,12,46
6400,oncer,o,n,c,e,r,18,9,12,1,7,47
6401,onces,o,n,c,e,s,18,9,12,1,1,41
6402,oncet,o,n,c,e,t,18,9,12,1,6,46
6403,oncus,o,n,c,u,s,18,9,12,15,1,55
6404,onely,o,n,e,l,y,18,9,7,5,3,42
6405,oners,o,n,e,r,s,18,9,7,7,1,42
6406,onery,o,n,e,r,y,18,9,7,7,3,44
6407,onium,o,n,i,u,m,18,9,4,15,14,60
6408,onkus,o,n,k,u,s,18,9,17,15,1,60
6409,onlay,o,n,l,a,y,18,9,6,2,3,38
6410,onned,o,n,n,e,d,18,9,3,1,4,35
6411,ontic,o,n,t,i,c,18,9,8,4,16,55
6412,oobit,o,o,b,i,t,18,2,16,4,6,46
6413,oohed,o,o,h,e,d,18,2,24,1,4,49
6414,oomph,o,o,m,p,h,18,2,11,11,12,54
6415,oonts,o,o,n,t,s,18,2,3,3,1,27
6416,ooped,o,o,p,e,d,18,2,14,1,4,39
6417,oorie,o,o,r,i,e,18,2,1,4,2,27
6418,ooses,o,o,s,e,s,18,2,10,1,1,32
6419,ootid,o,o,t,i,d,18,2,8,4,4,36
6420,oozed,o,o,z,e,d,18,2,22,1,4,47
6421,oozes,o,o,z,e,s,18,2,22,1,1,44
6422,opahs,o,p,a,h,s,18,11,2,18,1,50
6423,opals,o,p,a,l,s,18,11,2,5,1,37
6424,opens,o,p,e,n,s,18,11,7,6,1,43
6425,opepe,o,p,e,p,e,18,11,7,11,2,49
6426,oping,o,p,i,n,g,18,11,4,6,15,54
6427,oppos,o,p,p,o,s,18,11,14,8,1,52
6428,opsin,o,p,s,i,n,18,11,10,4,8,51
6429,opted,o,p,t,e,d,18,11,8,1,4,42
6430,opter,o,p,t,e,r,18,11,8,1,7,45
6431,orach,o,r,a,c,h,18,6,2,16,12,54
6432,oracy,o,r,a,c,y,18,6,2,16,3,45
6433,orals,o,r,a,l,s,18,6,2,5,1,32
6434,orang,o,r,a,n,g,18,6,2,6,15,47
6435,orant,o,r,a,n,t,18,6,2,6,6,38
6436,orate,o,r,a,t,e,18,6,2,3,2,31
6437,orbed,o,r,b,e,d,18,6,16,1,4,45
6438,orcas,o,r,c,a,s,18,6,12,2,1,39
6439,orcin,o,r,c,i,n,18,6,12,4,8,48
6440,ordos,o,r,d,o,s,18,6,13,8,1,46
6441,oread,o,r,e,a,d,18,6,7,2,4,37
6442,orfes,o,r,f,e,s,18,6,21,1,1,47
6443,orgia,o,r,g,i,a,18,6,15,4,5,48
6444,orgic,o,r,g,i,c,18,6,15,4,16,59
6445,orgue,o,r,g,u,e,18,6,15,15,2,56
6446,oribi,o,r,i,b,i,18,6,4,17,11,56
6447,oriel,o,r,i,e,l,18,6,4,1,10,39
6448,orixa,o,r,i,x,a,18,6,4,25,5,58
6449,orles,o,r,l,e,s,18,6,6,1,1,32
6450,orlon,o,r,l,o,n,18,6,6,8,8,46
6451,orlop,o,r,l,o,p,18,6,6,8,17,55
6452,ormer,o,r,m,e,r,18,6,11,1,7,43
6453,ornis,o,r,n,i,s,18,6,3,4,1,32
6454,orpin,o,r,p,i,n,18,6,14,4,8,50
6455,orris,o,r,r,i,s,18,6,1,4,1,30
6456,ortho,o,r,t,h,o,18,6,8,18,9,59
6457,orval,o,r,v,a,l,18,6,19,2,10,55
6458,orzos,o,r,z,o,s,18,6,22,8,1,55
6459,oscar,o,s,c,a,r,18,17,12,2,7,56
6460,oshac,o,s,h,a,c,18,17,24,2,16,77
6461,osier,o,s,i,e,r,18,17,4,1,7,47
6462,osmic,o,s,m,i,c,18,17,11,4,16,66
6463,osmol,o,s,m,o,l,18,17,11,8,10,64
6464,ossia,o,s,s,i,a,18,17,10,4,5,54
6465,ostia,o,s,t,i,a,18,17,8,4,5,52
6466,otaku,o,t,a,k,u,18,12,2,9,18,59
6467,otary,o,t,a,r,y,18,12,2,7,3,42
6468,ottar,o,t,t,a,r,18,12,8,2,7,47
6469,ottos,o,t,t,o,s,18,12,8,8,1,47
6470,oubit,o,u,b,i,t,18,5,16,4,6,49
6471,oucht,o,u,c,h,t,18,5,12,18,6,59
6472,ouens,o,u,e,n,s,18,5,7,6,1,37
6473,ouija,o,u,i,j,a,18,5,4,24,5,56
6474,oulks,o,u,l,k,s,18,5,6,9,1,39
6475,oumas,o,u,m,a,s,18,5,11,2,1,37
6476,oundy,o,u,n,d,y,18,5,3,10,3,39
6477,oupas,o,u,p,a,s,18,5,14,2,1,40
6478,ouped,o,u,p,e,d,18,5,14,1,4,42
6479,ouphe,o,u,p,h,e,18,5,14,18,2,57
6480,ouphs,o,u,p,h,s,18,5,14,18,1,56
6481,ourie,o,u,r,i,e,18,5,1,4,2,30
6482,ousel,o,u,s,e,l,18,5,10,1,10,44
6483,ousts,o,u,s,t,s,18,5,10,3,1,37
6484,outby,o,u,t,b,y,18,5,8,17,3,51
6485,outed,o,u,t,e,d,18,5,8,1,4,36
6486,outre,o,u,t,r,e,18,5,8,7,2,40
6487,outro,o,u,t,r,o,18,5,8,7,9,47
6488,outta,o,u,t,t,a,18,5,8,3,5,39
6489,ouzel,o,u,z,e,l,18,5,22,1,10,56
6490,ouzos,o,u,z,o,s,18,5,22,8,1,54
6491,ovals,o,v,a,l,s,18,22,2,5,1,48
6492,ovels,o,v,e,l,s,18,22,7,5,1,53
6493,ovens,o,v,e,n,s,18,22,7,6,1,54
6494,overs,o,v,e,r,s,18,22,7,7,1,55
6495,ovist,o,v,i,s,t,18,22,4,13,6,63
6496,ovoli,o,v,o,l,i,18,22,5,5,11,61
6497,ovolo,o,v,o,l,o,18,22,5,5,9,59
6498,ovule,o,v,u,l,e,18,22,9,5,2,56
6499,owche,o,w,c,h,e,18,15,12,18,2,65
6500,owies,o,w,i,e,s,18,15,4,1,1,39
6501,owled,o,w,l,e,d,18,15,6,1,4,44
6502,owler,o,w,l,e,r,18,15,6,1,7,47
6503,owlet,o,w,l,e,t,18,15,6,1,6,46
6504,owned,o,w,n,e,d,18,15,3,1,4,41
6505,owres,o,w,r,e,s,18,15,1,1,1,36
6506,owrie,o,w,r,i,e,18,15,1,4,2,40
6507,owsen,o,w,s,e,n,18,15,10,1,8,52
6508,oxbow,o,x,b,o,w,18,21,16,8,22,85
6509,oxers,o,x,e,r,s,18,21,7,7,1,54
6510,oxeye,o,x,e,y,e,18,21,7,22,2,70
6511,oxids,o,x,i,d,s,18,21,4,10,1,54
6512,oxies,o,x,i,e,s,18,21,4,1,1,45
6513,oxime,o,x,i,m,e,18,21,4,14,2,59
6514,oxims,o,x,i,m,s,18,21,4,14,1,58
6515,oxlip,o,x,l,i,p,18,21,6,4,17,66
6516,oxter,o,x,t,e,r,18,21,8,1,7,55
6517,oyers,o,y,e,r,s,18,10,7,7,1,43
6518,ozeki,o,z,e,k,i,18,23,7,9,11,68
6519,ozzie,o,z,z,i,e,18,23,22,4,2,69
6520,paals,p,a,a,l,s,4,1,2,5,1,13
6521,paans,p,a,a,n,s,4,1,2,6,1,14
6522,pacas,p,a,c,a,s,4,1,12,2,1,20
6523,paced,p,a,c,e,d,4,1,12,1,4,22
6524,pacer,p,a,c,e,r,4,1,12,1,7,25
6525,paces,p,a,c,e,s,4,1,12,1,1,19
6526,pacey,p,a,c,e,y,4,1,12,1,3,21
6527,pacha,p,a,c,h,a,4,1,12,18,5,40
6528,packs,p,a,c,k,s,4,1,12,9,1,27
6529,pacos,p,a,c,o,s,4,1,12,8,1,26
6530,pacta,p,a,c,t,a,4,1,12,3,5,25
6531,pacts,p,a,c,t,s,4,1,12,3,1,21
6532,padis,p,a,d,i,s,4,1,13,4,1,23
6533,padle,p,a,d,l,e,4,1,13,5,2,25
6534,padma,p,a,d,m,a,4,1,13,14,5,37
6535,padre,p,a,d,r,e,4,1,13,7,2,27
6536,padri,p,a,d,r,i,4,1,13,7,11,36
6537,paean,p,a,e,a,n,4,1,7,2,8,22
6538,paedo,p,a,e,d,o,4,1,7,10,9,31
6539,paeon,p,a,e,o,n,4,1,7,8,8,28
6540,paged,p,a,g,e,d,4,1,15,1,4,25
6541,pager,p,a,g,e,r,4,1,15,1,7,28
6542,pages,p,a,g,e,s,4,1,15,1,1,22
6543,pagle,p,a,g,l,e,4,1,15,5,2,27
6544,pagod,p,a,g,o,d,4,1,15,8,4,32
6545,pagri,p,a,g,r,i,4,1,15,7,11,38
6546,paiks,p,a,i,k,s,4,1,4,9,1,19
6547,pails,p,a,i,l,s,4,1,4,5,1,15
6548,pains,p,a,i,n,s,4,1,4,6,1,16
6549,paire,p,a,i,r,e,4,1,4,7,2,18
6550,pairs,p,a,i,r,s,4,1,4,7,1,17
6551,paisa,p,a,i,s,a,4,1,4,13,5,27
6552,paise,p,a,i,s,e,4,1,4,13,2,24
6553,pakka,p,a,k,k,a,4,1,17,9,5,36
6554,palas,p,a,l,a,s,4,1,6,2,1,14
6555,palay,p,a,l,a,y,4,1,6,2,3,16
6556,palea,p,a,l,e,a,4,1,6,1,5,17
6557,paled,p,a,l,e,d,4,1,6,1,4,16
6558,pales,p,a,l,e,s,4,1,6,1,1,13
6559,palet,p,a,l,e,t,4,1,6,1,6,18
6560,palis,p,a,l,i,s,4,1,6,4,1,16
6561,palki,p,a,l,k,i,4,1,6,9,11,31
